title,author,rating,warning,category,fandom,relationship,characters,additional_tags,publish_time,words,hits,kudos,comments,summary,firsthundred,url
今天收到义理巧克力了吗,Yifengxiazhui,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['F/M'],['今天收到义理巧克力了吗'],there is nothing,there is nothing,there is nothing,2020-02-14,5181,17,0,0,no summary,2月14日，不用我说，大家都知道这是情人节其实我不太期待，倒不是说我丑得惨绝人寰，只是在这个庞大的由钢筋水泥筑成的社会丛林对我这个生活在食物链底层的低级社畜实在不友好有人的地方就有社会，有社会的地方就,https://archiveofourown.org/works/22708624
【藕饼】莲生,dfgrdfg3,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['哪吒之魔童降世 | Né Zhā Zhī Mó Tóng Jiàng Shì (2019)'],there is nothing,there is nothing,there is nothing,2020-02-22,2912,174,1,0,no summary,其实敖丙和哪吒都不知道他们的关系为什么会走到这一步，一切就好像只是水到渠成。用哪吒最不喜欢的话来说，就像是天注定一样。天注定了他们会在江山社稷图恰到好处的春光中肌肤相依，天注定了他们会在万里山河间吻住,https://archiveofourown.org/works/22841713
[韩张/双花]－Larmes de Étoile Filante（35）,zhenchuanmuying,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],"['F/M', 'M/M']",['全职高手'],there is nothing,there is nothing,there is nothing,2018-08-16,395,138,2,0,no summary,第三十五章在逼退了希林和她的军队之后，四翼骨龙将被乌尔蒂诺占据身体的孙哲平扔在了卢旻河的一处浅滩里，自己则缓缓落在了河岸边，收起骨翼，虎视眈眈地盯着面前的人狼狈不堪地从一潭泥水里站直了身子。“你还不死,https://archiveofourown.org/works/15702312
罪恶 2,KNight_e,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Eunhae - Fandom'],there is nothing,there is nothing,there is nothing,2020-01-12,1521,448,4,0,恶魔执事赫x贵族公爵海 83待机 灵感来自【黑执事】 日常ooc,雨后的公爵府邸从远处看像极了一座阴森的废弃古堡。一路上，马蹄和车轮贱起的泥浆星星点点打在车夫的裤腿上，弄得污秽不堪。李赫宰已在门口等候多时。四辆马车缓缓驶入，四位年迈的主教下车互致敬意，随后被李赫宰引,https://archiveofourown.org/works/22224679
红点,rinnlynn,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['薮光'],['薮光 - Relationship'],"['薮宏太', '八乙女光']",['薮光 - Freeform'],2018-09-12,7395,134,0,0,no summary,控结束后的后台，门把们速度地从包里拿出洗漱用品，急匆匆地冲去抢占仅有的三间浴室。八乙女光倒是不急，慢悠悠地走在队伍的最后，拿着挂在脖子上的毛巾擦着脸上的汗水，薮爷爷抢不过年轻人，只好坐在乐屋的沙发上，,https://archiveofourown.org/works/15969245
他是光2⃣️,ferrari44444444,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],"['Marvel Cinematic Universe', 'Spider-Man (Tom Holland Movies)']",['Peter Parker/Tony Stark'],"['Tony Stark', 'Peter Parker']","['圣瓦克莱', '铁虫-Freeform']",2019-01-27,1358,310,7,0,no summary,和Mr Stark一起出来度假，好像做梦一样！PP不知道自己是怎样上了豪车进了飞机又降落在太平洋上的私人岛屿，花园城堡俨然一个王国。饭后仰躺在沙发上，望着透明屋顶外闪烁的星空，觉得很像他的眼睛，他最喜,https://archiveofourown.org/works/17562422
驭龙训居之辰正,dantaqingli,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],there is nothing,['驭龙训居'],there is nothing,there is nothing,there is nothing,2019-02-18,12700,5283,7,0,no summary,   无垢山庄   “盟主，万马堂送过来的马奴半路逃跑了！”   “你说什么？！”一身玄衣的连城璧背手而立，高冠束发，露出的俊脸上带着一丝嗜血的冷硬。   “呵，有趣。居然敢逃跑，当我连城璧是死的嘛！,https://archiveofourown.org/works/17833424
齿轮 第不知道几回,yanlimageji,['Not Rated'],"['Creator Chose Not To Use Archive Warnings', 'Graphic Depictions Of Violence', 'Major Character Death', 'No Archive Warnings Apply', 'Rape/Non-Con', 'Underage']",['M/M'],['马丁 - Fandom'],there is nothing,there is nothing,there is nothing,2020-02-26,2418,290,1,0,no summary,17林说生日的时候，简亓租了一栋小别墅给他举办派对，让他邀请朋友同学一起来玩。林说首先就把向横拉过来，说是让他多认识一些朋友，早日走出失恋的阴影。没想到程以鑫也来了，跟向横两人门里门外地沉默对视，最后,https://archiveofourown.org/works/22909783
《反差》,abrokenbridge,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['耽美 - Fandom'],there is nothing,there is nothing,there is nothing,2019-12-26,4577,140,0,0,no summary,番外：萱姐这间房采光极好，白色带有淡绿叶纹的墙纸更显得室内明亮有生机，平开窗边立着一张木质花几，素白瓷瓶内养着两朵百合。程萱指尖轻抚细腻花瓣，洁白的花色衬着她艳红的指甲。她的目光落在病床上，是人就难逃,https://archiveofourown.org/works/21969571
补习·药理,Gehrels,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],there is nothing,['绫言 - Fandom'],there is nothing,there is nothing,there is nothing,2020-02-01,3134,150,0,0,no summary,杯与勺的碰撞的清脆声响、颗粒坠落的沙沙声、草叶落下的轻拂声、水流激荡的咕嘟声，几种声响接一连二地在空旷寂静的房中响起、交织。乐正绫垂眸看着淡青色水流因搅拌牵起的涡旋。一切步骤都已经过多次练习，熟悉到哪,https://archiveofourown.org/works/22501477
月光·泳池·猫,P_M,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['偶像练习生 | Idol Producer (TV)'],['昊廷'],there is nothing,there is nothing,2018-07-12,638,95,0,0,no summary,321黄明昊投入水中，细直的腿在粼粼波光下时隐时现。青白的月光落在他的脊背上，衬得少年人像一柄出鞘的利剑，流畅地破开银纱般的水面，透出一团光亮来。朱正廷看着他远去，便停了摄像，站在岸边低头仔细,https://archiveofourown.org/works/21067262
【安雷】在劫不逃,Anley,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],"['凹凸世界', 'AOTU World']","['Anmicius/Ray', '安雷']","['安迷修', '雷狮']",there is nothing,2019-01-07,8865,1613,25,0,no summary,“目标中心公园雕像以南300米，预计将逃亡往购物广场，建议尽快追捕归案。”巫女系统冰冷的提示音在安迷修耳边响起，年轻的监视官皱起眉，停下了脚步。 “雷狮，听到了吗。”“没有——”通讯器那一端传来混杂着,https://archiveofourown.org/works/17339306
【维勇】夜深忽梦少年事（《吉原一事》番外）,xyuukox,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Yuri!!! on Ice (Anime)'],there is nothing,"['Victor Nikiforov', 'Katsuki Yuuri']",there is nothing,2019-06-28,2674,841,10,0,no summary,又来了，他的同事或者是客人。身着繁琐和服的少年，半倚在墙边，听着隔壁传来的声音，夹杂着颤音的流畅语言是爱人的母语，他们正用它谈论着自己完全不懂的事情——那些神奇的机械、枪炮和坐落在南方的贫弱国家。维克,https://archiveofourown.org/works/19393336
金仙原是火中莲,Clamclamclam,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],there is nothing,['大明王朝'],there is nothing,there is nothing,there is nothing,2019-02-08,3008,210,3,0,no summary,“快，快去叫太医，”黄锦急的声音都变了调。嘉靖躺在软塌之上，双目紧闭，面颊潮红，不发一言。这数九寒天里，精舍里依旧门窗大开，他还穿着那件丝绸大衫，此刻周身上的汗已经浸湿了里衣，薄如蝉翼的外衣也因着汗气,https://archiveofourown.org/works/17702771
【恐龙战队／Mighty Morphin Power Rangers】【杰森(红战士)／汤米(绿战士)】天生一对,jiangshanyehan,['Not Rated'],['Underage'],['M/M'],['Mighty Morphin Power Rangers'],['Tommy Oliver/Jason Lee Scott'],"['Jason Lee Scott', 'Tommy Oliver']",['Mighty Morphin Power Rangers - Freeform'],2019-03-27,8177,205,0,0,　　双向暗恋梗，拉灯肉。　　每一个蓝孩纸在遇到所爱的蓝孩纸之前，都以为自己是异性恋XD,【恐龙战队／Mighty Morphin Power Rangers】【杰森(红战士)／汤米(绿战士)】天生一对 　　双向暗恋梗，拉灯肉。　　每一个蓝孩纸在遇到所爱的蓝孩纸之前，都以为自己是异性恋XD,https://archiveofourown.org/works/18253781
Time Goes By,eduolian,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Doctor Who'],"['The Doctor & The Master (Doctor Who)', 'Twelfth Doctor/The Master']","['The Master (Simm)', 'The Doctor (Doctor Who)', 'Twelfth Doctor', 'The Master (Doctor Who)']",there is nothing,2018-02-20,2003,99,2,0,50周年的脑洞 Doctor(12TH) / Master，非Missy，私设，与第8季无关。,Master和其他的时间领主一起回到了Gallifrey。炮火声就在最高会议室外的上空连续不断的作响。一切都在混乱中朝着某个既定的时刻急速前行。Master还保持着一手向前释放能量的姿势对着离他两步之,https://archiveofourown.org/works/13745406
你高中時的同桌怎麼樣了？,yinhan8796,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],there is nothing,"['同人 - Fandom', '白橙']",there is nothing,there is nothing,there is nothing,2019-08-15,2507,107,2,0,no summary,你高中时代的同桌怎么样了？查看全部10257个回答作者：KJD +关注我觉得这个问题我是非常有资格回答的。我和我同桌（以下简称阿虎）只同班了一年，高二分组了我们就没有再同班过，不晓得你们见过这种同学没,https://archiveofourown.org/works/20256049
平行人生（21）,jiemoga,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['全职高手 - 蝴蝶蓝 | Quánzhí Gāoshǒu - Húdié Lán'],there is nothing,there is nothing,there is nothing,2018-06-21,2295,1628,8,0,no summary,楼冠宁脑袋里的那根弦在叶修含住他的耳朵的那一刻，断了。楼冠宁突然抱住叶修吻了上去，有些急切的索吻让叶修一阵轻笑，坏心眼地向后仰着来躲开楼冠宁的嘴。楼冠宁环着叶修的腰却怎么样也亲不到人，不由得有些恼怒，,https://archiveofourown.org/works/14998256
[AM]口渴,hojane3,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],"[""Assassin's Creed - All Media Types""]","[""Malik Al-Sayf/Altaïr Ibn-La'Ahad""]",there is nothing,there is nothing,2018-05-12,1612,163,6,1,no summary,　　馬利克感覺太熱了。　　口乾舌燥，渾身燥熱。　　他真的想要一杯水，但是他無法起身給自己弄來一杯。　　伏在他身後的男人聳動著下身，生怕他滑開或是逃走般，健壯手臂穿過肋骨向上緊緊箝住他，深入淺出的律動完,https://archiveofourown.org/works/14627426
peter pan,Foggystorm,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['Other'],['Bjyx'],there is nothing,there is nothing,there is nothing,2019-12-10,1361,535,2,0,no summary,（三）哪一段缘分，不是阴谋论。再眷念一生，也不会成真。                                                        ——《离心力》  浴室里淌着流水的,https://archiveofourown.org/works/21742132
冰佐-温柔的人和撒娇的人,moxians,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['free-out'],['魏然/高天佐'],['魏然 高天佐'],there is nothing,2019-10-01,812,35,2,0,"直播 就是大四喜的制作过程 高可爱和冰温柔的甜甜爱情
 
拒绝任何方式让真人看到哦 自己开心就好啦 找我玩找我玩",冰佐“终于来啦!他们都录歌了。”说话的人带着黑口罩，对着门外的人开口。“录歌?我词儿都没写呢!”门口站着的男人皱了皱眉头。“猜到啦!进来吧，我先给他们录完歌。”黑口罩笑笑。“好嘞!嘿嘿。”门口的人换了,https://archiveofourown.org/works/20849408
【轰出胜】虽然我是个正经的男爱豆，但是我好像拿错了乙女游戏的女主剧本？？？,Yumob,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],there is nothing,['胜出 - Fandom'],there is nothing,there is nothing,there is nothing,2019-04-24,12152,2125,32,0,no summary,【绿谷一点也不严谨的偶像设定】【轰跟爆在线教你追绿谷，你只需要有钱有才又有颜然后名字叫爆豪胜己或者是轰焦冻】【依旧是儿童小推车】【ooc tag保命】【文笔超烂】【是我最长的一篇pwp了】 马上就是绿,https://archiveofourown.org/works/18583273
一趟普通的士弓车,mouchashao,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Fate/stay night & Related Fandoms'],['Emiya Shirou/Archer'],"['Emiya Shirou', 'Archer (Fate)']",there is nothing,2019-04-29,7463,893,12,0,糖和有病各放一半的士弓补魔车。,没有任何一方愿意进行这种古怪的仪式。这是不用动脑都可以理解的事情。卫宫士郎此时正赤裸上身垂着头正襟危坐地跪坐在榻榻米上，此情此景看上去怎么都可能会被路过的藤姐误以为是这个臭小子在对某个被酒后那什么的姑,https://archiveofourown.org/works/18642985
单恋高校（中）,yijuzhangmu,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Ninepercent'],"['超级制霸 - Relationship', '农橘 - Relationship']",there is nothing,there is nothing,2019-04-19,9041,4142,14,0,他，是不是……？,01 陈立农最后还是没有放纵自己再来一发，转而从网易云里搜出颂唱版大悲咒，单曲循环到天亮。他实在睡不着，睁眼看头顶的床帘盖，突然想起来是林彦俊挂的，那人几个小时前还坐过他现在睡的这张床……不行了不行了,https://archiveofourown.org/works/18518557
时雨,Wonder_Gu,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['声入人心 | Super-Vocal (TV)'],['弘杨'],['黄子弘凡/高杨'],there is nothing,2019-11-21,2849,982,8,0,“外面好像世界末日。”,他背靠着玻璃飘窗，随着身下的顶弄一起一伏，埋在里面的东西又硬又大，肩膀和粗砾的麻布窗帘磨擦出生涩的疼痛。窗帘被挤开一条缝，一点点露出外面的样子，他惊叫出声，反射般绞紧身体，惹得那人爆了句粗。狂风把大朵,https://archiveofourown.org/works/21509542
敬所有爱的力量,rengeyangchengyanjiusuo,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['声入人心 | Super-Vocal (TV)'],['翟李朔天/代玮'],"['翟李朔天', '代玮']",there is nothing,2019-11-30,4710,236,1,0,卓玮CP向,一、代玮和家里出柜了。彼时翟李朔天正在飞往欧洲的航班上，直到下飞机才收到自己姐姐发来的消息，他不知道的是，就在刚刚这一趟十几个小时的高空旅程里，自己侄子和自己姐姐发生了怎样一场声嘶力竭的斗争。代玮外婆,https://archiveofourown.org/works/21614170
荆棘王冠（中）,shijianzhuoye,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['声入人心 | Super-Vocal (TV)'],there is nothing,"['仝卓', '黄子弘凡', '高杨 - Character', '代玮']",there is nothing,2019-04-12,3252,1713,16,0,no summary,仝卓跨在代玮身上，一只膝盖跪在他两腿之间，代玮用手臂撑起上身，腰以下还淹在水里，眼镜也不知道漂去了哪个角落。维持这个姿势，仝卓脸上的水珠滑落，恰巧坠在代玮的嘴唇上，他的吻也接踵而至。由于海水的缘故，亲,https://archiveofourown.org/works/18442094
第八十二朵桃花-一梦,Rico_ary,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['第八十二朵桃花'],there is nothing,there is nothing,there is nothing,2018-04-24,2787,647,6,0,no summary,顾青行深吸一口气，将意识从前世梦中抽出。周遭依旧是三年前闭关时那番，莲叶接天，花红满池，案上燃着香，从长短上来看，应是前几天才换的。逆着来时路往外，云桥下流水潺潺，顺着缓坡向上看去，一个人影站在河里，,https://archiveofourown.org/works/14422617
哥,gzfh2beven,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],there is nothing,['孤舟放鹤'],there is nothing,there is nothing,there is nothing,2020-02-10,1244,1769,7,0,no summary,范丞丞今天有个应酬。 按道理不会喝酒。但回家时脸上那抹可疑的绯红暴露了些许什么。黄明昊正趴在沙发上看电视，新闻里面正播报着范丞丞新剧的杀青消息。淡淡的看他一眼：“喝酒就去客房睡。” 范丞丞笑嘻嘻凑过来,https://archiveofourown.org/works/22645579
我的模範床伴,pear0148,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Original Work'],there is nothing,there is nothing,there is nothing,2019-10-23,63035,237,0,0,no summary,他說，做愛是掠奪、是佔有，所以他並不喜歡所謂的前戲或者是愛撫，每一次見面都是直奔主題，甚至帶有點疼痛的感覺，說是做愛更像是一種發洩情緒，又像是一種告解。所以每一次的見面他們的目的都只會是旅館，像是既定,https://archiveofourown.org/works/21147353
【谦藏/双太子】雏鸟叛逆危机！01,Primirilia,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Tennis no Oujisama | Prince of Tennis'],"['Oshitari Kenya/Shiraishi Kuranosuke', 'Tooyama Kintarou/Echizen Ryouma']","['Oshitari Kenya', 'Shiraishi Kuranosuke']",there is nothing,2019-03-22,4115,123,2,0,这是一篇名为“如果我人品好就有可能会续写”的草稿谦藏＋双太子，青学众后期可能客串*一个因为自家猪和别人家的猪拱上了而非常不乐意的白石,都说被抢走了孩子的母亲就是头不好惹的母老虎，忍足谦也在心里对照了一下，觉得被抢走了部员的网球部部长可能也差不多。当然，前提是这位部长在平日里就操着温暖如春风般拂动人心的人设，同辈队友能被当成他亲弟弟照,https://archiveofourown.org/works/18196412
路恺 你是我最狂野的梦,Shangguanqingming,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['龙族'],there is nothing,there is nothing,there is nothing,2019-12-31,4456,71,0,0,no summary,第二十章 香草味头发的男孩（四）加图索家的男孩儿就是这样，一旦想通了，一旦突破自身设置的桎梏，他们就会从容不迫地出现在人们意想不到的地方，不觉得有丝毫尴尬，带着皇帝般的气场，哪管他人说短论长。用新时代,https://archiveofourown.org/works/22052995
【盾铁】北极煮雪| 内战后的小故事+甜饼+一发完,Jackiestate,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['The Avengers(Marvel Movies)'],['Steve Rogers/Tony Stark'],"['Steve Rogers', 'Tony Stark']",['盾铁 - Freeform'],2019-01-09,9459,811,20,0,等不到冰雪消融的时候，就放一把大火烧了，烧成另一个春天。,托尼不知道这种烦人的议会监听会议还有多少个，他几乎都想不起来上一次一整天都不用看见这些令人恶心到想吐的嘴脸是什么时候了。“不能说我高血压糖尿病哮喘犯了吗？就，放一天休息的假，辣椒？”“如果你想让那群人,https://archiveofourown.org/works/17361689
太阳神的另一个名字,Alice_I_Clovis,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],"['F/F', 'F/M', 'M/M']",['Merlin (TV)'],"['Merlin/Arthur Pendragon (Merlin)', 'Gwen/Lancelot (Merlin)', 'Morgana/Morgause (Merlin)']","['Merlin (Merlin)', 'Arthur Pendragon (Merlin)', 'Gaius (Merlin)', 'Gwaine (Merlin)', 'Percival (Merlin)', 'Uther Pendragon (Merlin)', 'Morgana (Merlin)', 'Morgause (Merlin)', 'Will (Merlin)', 'Gwen (Merlin)', 'Lancelot (Merlin)', 'Freya (Merlin)', 'Hunith (Merlin)', 'Kilgharrah (Merlin)', 'Balinor (Merlin)']","['Stream of Consciousness', 'Post-The Death Cure', 'Explanations', 'Mental Breakdown', 'Mental Health Issues', 'Happy Ending', 'Christmas']",2018-12-24,9878,276,6,0,圣诞节并不是一个好日子，Merlin在10月到来前就从卡迪夫（Cardiff，威尔士首府）逃了出来，他讨厌在这样一个日子里听见那些祝福与圣歌，庆祝某位神明的诞生。虽然人生就是在生与死之间，但是这样一个特殊的日子，又是这样一个尊重人权的时代，任何人都不能强迫他去庆祝——尽管在没有人权的时代同样也没人能强迫他。 虽然他不喜欢圣诞节，但其实他还是很喜欢红色和绿色，就像Camelot的披风和他们一起走过的森林；不，他恨红色和绿色——红色如道道战场上流淌的鲜血，绿色如静静湖面上沉重的祷言。 所以他在这样一个节日到来前，拖着苍老的躯体，穿着深灰色的外套，来到了Avalon，只求一丝宁静。,太阳神的另一个名字（18圣诞贺文）*治愈向*AM　　　　圣诞节并不是一个好日子，Merlin在10月到来前就从卡迪夫（Cardiff，威尔士首府）逃了出来，他讨厌在这样一个日子里听见那些祝福与圣歌，庆,https://archiveofourown.org/works/17127965
[浩气霖然]你会跟我一起走吗,shanmushenyu,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['声入人心第二季'],['浩气霖然'],['胡浩/何宜霖 - Character'],['ABO'],2019-11-26,5758,290,1,0,no summary,[浩气霖然]你会跟我一起走吗伪 养父子文学ABO软A有车10攻（一）胡浩开始头疼自己为什么父爱泛滥捡了个小孩儿回来。那天他从超市回家走半道儿上突然下起了大雨，外套一脱胡乱罩在头上就拎着满满当当的购物袋,https://archiveofourown.org/works/21573232
水晶洞窟,Camelotfullmoon,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],there is nothing,['No Fandom'],there is nothing,['Merlin'],there is nothing,2019-07-27,105380,81,2,0,玛丽斯图尔特的梅林三部曲之一 由于网上只有英文原版及上世纪80年代竖排繁体台版（徐淑贞译） 纸质译本也无从购得 为了能让更多人欣赏到这一优秀作品 故将台版手打为简体中文便于阅读 不定期更新（会尽量做到一周一章） 侵删,啊！梅林，深居于水晶洞的光华中，可否预知迢遥人世，会有一名行吟歌手，其歌声可抹去亚当在原野波浪间所刻镂的沟畦？可否测知淹忽岁月中，能有一名奔跑勇将，其速度，可跨越历史的门庭，将智慧之果重悬于生命树上？,https://archiveofourown.org/works/19996984
学校厕所,Pannnnn,['Not Rated'],"['Creator Chose Not To Use Archive Warnings', 'No Archive Warnings Apply']",['M/M'],['卜岳'],there is nothing,there is nothing,there is nothing,2019-06-08,3363,1046,9,0,no summary,滴滴答答的雨声配上教室的空调以及台上老师的声音，这简直就像在考验学生的毅力一样。大部分的学生因为毅力不足而早已趴在桌上呼呼大睡，清醒的也只有几只小猫罢了。重点是清醒的小猫还不一定有在认真上课，除了那些,https://archiveofourown.org/works/19135867
关于喝醉酒,LianBB,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['我兴 - Fandom'],there is nothing,there is nothing,there is nothing,2020-02-10,1904,1320,0,0,no summary,【1】他喝醉了。我门一打开他瞬间就扑倒在我怀里，一动不动，似乎就他微微上下起伏的胸膛在运动，以及从他口腔里散发出的酒分子。我知道他是去应酬，但我每次都叮嘱他不要喝太多，无奈他脸皮薄，不懂拒绝别人，每次,https://archiveofourown.org/works/22651468
Sense,jar3c_lol,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Almost Human'],['Dorian/John Kennex'],"['Dorian (Almost Human)', 'John Kennex']",['conversation in the car'],2014-04-13,1609,168,7,2,车里对话后，关于John到底喜不喜欢Dorian呢？,"I like you, too. Dorian喘息着，重重地躺回到床上，一脸笑意地看着在他上方的John，后者正在他体内做着活塞运动，有节奏地晃动着胯部，让床发出危险的声响。“我在怀疑你有没有感受。”",https://archiveofourown.org/works/1455787
【陆池/pwp】梦,Ritalock,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['原生之罪 | Original Sin (TV)'],['陆离/池震'],there is nothing,there is nothing,2019-01-07,3407,3648,40,0,no summary,※噩梦车，有咬预警※感谢诸位神仙补天，那我就来开个车好了※包甜————————车厢门缓缓打开，陆离和急救人员一起冲进车厢，那个熟悉的人坐在靠窗的位置上，脑袋靠着玻璃，安静得像睡着了一样。如果不去看他米,https://archiveofourown.org/works/17339609
【MS】只是一场约会,heiyulan,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien'],['Melkor/Sauron'],"['Melkor', 'Sauron']",there is nothing,2015-08-23,2048,171,2,0,•在一切开始之前 •傻白甜和ooc，二设一堆 •BUG属于我，荣耀属于老托, Melkor再一次从虚空归来，他兴奋地急需找一个人来分享他的喜悦——寻找天外秘火的工作终于有了进展。“Mairon！Mairon！”大能者鲁莽地冲进了迈亚的房间，也不管他在做着什么就拖着他的手往外走,https://archiveofourown.org/works/4639098
路恺 你是我最狂野的梦,Shangguanqingming,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['龙族'],['路恺'],['路明非 恺撒'],there is nothing,2019-12-31,5247,70,0,0,no summary,第十九章 蜜月（二）恺撒从床头柜抽出一张丝帛，将精液吐上去，蛮横地抹嘴，动作毫不留情，嘴唇因揉搓而通红。路明非心疼地呀了一声，轻轻拨开他的手，左看看右瞧瞧，生怕破皮。恺撒窝在他胸膛上，实中二指懒洋洋地,https://archiveofourown.org/works/22052818
判决,xiaoyang_0312,['Not Rated'],"['No Archive Warnings Apply', 'Major Character Death']","['F/M', 'M/M']","['Le Rouge et Le Noir - Stendhal | The Red and The Black - Stendhal', 'Le Rouge et Le Noir - Opéra Rock']","['Louise de Rênal/Julien Sorel', 'Julien Sorel/Mathilde de la Môle', 'Julien Sorel/Monsieur Valenod']","['Julien Sorel', 'Monsieur Valenod', 'Mathilde de La Mole']",there is nothing,2020-02-29,1170,9,0,0,作为陪审官的瓦勒诺在于连对的判决上的反应,　　德•瓦勒诺男爵坐在法庭审判厅专属陪申官的座位里，盘着手翘着二郎腿，心情愉快的听着代理检察长念起诉状。　　那是对于连的起诉书。　　早在一个星期前，瓦勒诺就知道自己被选为十二个负责审查于连的陪申官之一,https://archiveofourown.org/works/22952524
平行人生（12）,jiemoga,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['全职高手'],['王叶'],['王杰希 叶修'],there is nothing,2018-06-18,2832,549,4,0,no summary,“叶修，看惯了平日懒散的嘲讽样，你都不知道你突然的不知所措多诱人。”王杰希调笑着。鼻尖相对的两人连呼吸都是交叉的，王杰希的鼻息喷在叶修脸上一阵痒意。过于暧昧的气氛让空气都开始升温，就这会儿时间叶修后背,https://archiveofourown.org/works/14964803
Legends,evilfox,['Not Rated'],[],['Gen'],"['The Avengers (Marvel Movies)', 'Spider-Man: Homecoming (2017)']",there is nothing,"['Peter Parker', 'Tony Stark', 'Ned Leeds']",['Star Wars References'],2018-10-18,821,95,5,1,打从TLJ上映之前就想写这个！既然小蜘蛛喜欢星战是官设了，肯定会去看TLJ的吧！Tony这么疼爱他，一定会带他去看什么VIP放映会之类的吧！,“我们能要签名吗？”Ned问。“不！当然不！”Peter瞪他一眼，“我们是跟Stark先生来的，我们是‘来宾’，不是粉丝。”“好吧，好吧，如果你这么说。”Ned扫兴地耸耸肩。他们都穿着原本为返校节舞会,https://archiveofourown.org/works/16334891
水晶洞窟,Camelotfullmoon,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],there is nothing,['No Fandom'],there is nothing,['Merlin'],there is nothing,2019-07-27,105380,81,2,0,玛丽斯图尔特的梅林三部曲之一 由于网上只有英文原版及上世纪80年代竖排繁体台版（徐淑贞译） 纸质译本也无从购得 为了能让更多人欣赏到这一优秀作品 故将台版手打为简体中文便于阅读 不定期更新（会尽量做到一周一章） 侵删,啊！梅林，深居于水晶洞的光华中，可否预知迢遥人世，会有一名行吟歌手，其歌声可抹去亚当在原野波浪间所刻镂的沟畦？可否测知淹忽岁月中，能有一名奔跑勇将，其速度，可跨越历史的门庭，将智慧之果重悬于生命树上？,https://archiveofourown.org/works/19996984
笼中鸟,ButterflyDust,['Not Rated'],['Creator Chose Not To Use Archive Warnings'],there is nothing,['明日方舟'],there is nothing,there is nothing,there is nothing,2019-09-05,831,417,1,0,no summary,“我在做这样的事哦。”他附在耳边轻声宣布，带着胜者的轻盈，像一句棋局上宣布的“将军”。温热的气息轻轻撞过耳廓，一个吻在敏感的耳后落下，潮热的舌尖不怀好意地缓缓游移。正因目前的状况目眩神迷时，从身体内部,https://archiveofourown.org/works/20527991
学校厕所,Pannnnn,['Not Rated'],"['Creator Chose Not To Use Archive Warnings', 'No Archive Warnings Apply']",['M/M'],['卜岳'],there is nothing,there is nothing,there is nothing,2019-06-08,3363,1046,9,0,no summary,滴滴答答的雨声配上教室的空调以及台上老师的声音，这简直就像在考验学生的毅力一样。大部分的学生因为毅力不足而早已趴在桌上呼呼大睡，清醒的也只有几只小猫罢了。重点是清醒的小猫还不一定有在认真上课，除了那些,https://archiveofourown.org/works/19135867
